step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active
1,0.0,0.057021164387191264,0.010002371411802225,0.24858416458402482,0.05702116438719139,0.010002371411802463,0.24858416458402444,1.249000902703301e-16,2.3765711620882257e-16,-3.885780586188048e-16,4.723069394728281e-16,-2.1968391236329727e-18,5.09956043596355e-20,4.156773776817837e-18,none,False,False
2,0.02,0.057039997054536176,0.010002463073336248,0.24858375938167673,0.05702578371256639,0.010002371411802463,0.24858416458402444,-1.4213341969784854e-05,-9.166153378502295e-08,4.0520234770302643e-07,1.4219412109134731e-05,-2.764140985479714e-06,-6.924098379462187e-08,5.921724348291527e-06,none,False,False
3,0.04,0.05710871667328522,0.010002764330351209,0.24858246097749548,0.05705728379919139,0.010002371411802463,0.24858416458402444,-5.143287409383607e-05,-3.929185487458464e-07,1.7036065289577351e-06,5.146258055853641e-05,-1.2798627684179522e-05,-3.1223566917507955e-07,2.634358346691728e-05,none,False,False
4,0.06,0.05725325121644406,0.010003340994008694,0.24858012866852747,0.05714028307831639,0.010002371411802463,0.24858416458402444,-0.00011296813812767398,-9.695822062311121e-07,4.035915496969356e-06,0.0001130443671112654,-3.379057206583829e-05,-7.986701167721871e-07,6.645864894396137e-05,none,False,False
5,0.08,0.0574954165396099,0.010004250481359615,0.24857681746104424,0.057297001571191386,0.010002371411802463,0.24858416458402444,-0.00019841496841851297,-1.8790695571514748e-06,7.347122980200238e-06,0.00019855984188905444,-6.879008755073277e-05,-1.5699618053990487e-06,0.0001285667486167528,none,False,False
6,0.1,0.05785363200934407,0.01000555617959781,0.24857268303378,0.05754733743406639,0.010002371411802463,0.24858416458402444,-0.0003062945752776783,-3.1847677953462245e-06,1.1481550244440974e-05,0.0003065262396377498,-0.00012033963118716265,-2.645169778019136e-06,0.00021255669268220207,none,False,False
7,0.12000000000000001,0.05834342980292811,0.010007328075375403,0.2485679235980625,0.05790894350319139,0.010002371411802463,0.24858416458402444,-0.00043448629973671937,-4.9566635729400566e-06,1.6240985961923915e-05,0.00043481798812571807,-0.00019056656229657863,-4.026088600353204e-06,0.0003163819234946878,none,False,False
8,0.14,0.05897782200217212,0.010009638075561595,0.24856274551800872,0.05839730383981639,0.010002371411802463,0.24858416458402444,-0.0005805181623557351,-7.266663759131556e-06,2.1419066015715416e-05,0.0005809586195384776,-0.00028125009031751717,-5.701695723457392e-06,0.0004365292633091144,none,False,False
9,0.16,0.05976756998315795,0.010012554225055781,0.24855734399707963,0.05902581027519139,0.010002371411802463,0.24858416458402444,-0.0007417597079665619,-1.018281325331806e-05,2.6820586944809044e-05,0.00074231428514643,-0.0003938703001309994,-7.652026990099916e-06,0.0005684735964189413,none,False,False
10,0.18,0.06072138692957741,0.010016135604704888,0.24855189314534662,0.05980583895556639,0.010002371411802463,0.24858416458402444,-0.0009155479740110203,-1.376419290242438e-05,3.227143867781668e-05,0.0009162199471067388,-0.0005296445085074489,-9.851486705154489e-06,0.000707107485382033,none,False,False
11,0.19999999999999998,0.061846094787934264,0.010020428392528737,0.2485465417555472,0.060746826887191394,0.010002371411802463,0.24858416458402444,-0.0010992679007428702,-1.805698072627343e-05,3.7622828477246184e-05,0.0011000597480951722,-0.0006895545265705796,-1.227156489947399e-05,0.0008471334805027279,none,False,False
12,0.21999999999999997,0.06314675038100825,0.010025462967002829,0.24854141245015834,0.06185634848131639,0.010002371411802463,0.24858416458402444,-0.0012904018996918662,-2.3091555200365974e-05,4.275213386609189e-05,0.0012913163932979604,-0.0008743672582157373,-1.4882927601037549e-05,0.0009834076154231358,none,False,False
13,0.23999999999999996,0.064626750819394,0.01003125174274795,0.24853660273508943,0.06314019209919139,0.010002371411802463,0.24858416458402444,-0.0014865587202026048,-2.8880330945486518e-05,4.7561848935007145e-05,0.001487599755176117,-0.0010846502924071872,-1.7656859072381457e-05,0.001111224718208722,none,False,False
14,0.25999999999999995,0.0662879251816709,0.010037787469529215,0.24853218706109914,0.06460243659706638,0.010002371411802463,0.24858416458402444,-0.0016854885846045164,-3.541605772675212e-05,5.1977522925295006e-05,0.0016866617114485317,-0.0013207836329071033,-2.056606156541948e-05,0.0012265391948493656,none,False,False
15,0.27999999999999997,0.06813061724332226,0.010045041868401045,0.24852821935414385,0.0662455278711914,0.010002371411802463,0.24858416458402444,-0.0018850893721308604,-4.267045659858172e-05,5.5945229880588476e-05,0.001886402019065248,-0.001582968371578816,-2.3584852108746285e-05,0.0013261184157201227,none,False,False
16,0.3,0.07015376252116895,0.010052964640118886,0.2485247357011471,0.06807035540281639,0.010002371411802463,0.24858416458402444,-0.0020834071183525593,-5.059322831642288e-05,5.942888287732706e-05,0.002084868506087048,-0.001871232893759886,-2.668883163569295e-05,0.001407629376077998,none,False,False
17,0.32,0.07235496185542724,0.010061483008201892,0.2485217570154689,0.0700763288031914,0.010002371411802463,0.24858416458402444,-0.0022786330522358428,-5.911159639942869e-05,6.240756855552254e-05,0.0022802538174912755,-0.002185437066787209,-2.9854134614275072e-05,0.0014696626027825921,none,False,False
18,0.34,0.0747305530328568,0.010070502024743164,0.24851929158800404,0.0722614543585664,0.010002371411802463,0.24858416458402444,-0.002469098674290404,-6.813061294070125e-05,6.487299602039864e-05,0.00247089023418989,-0.0025252747785985195,-3.30563934223133e-05,0.0015117001089574,none,False,False
