step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active
1,0.0,0.057021164387191264,0.010002371411802219,0.24858416458402482,0.057021164387191264,0.010002371411802213,0.24858416458402482,0.0,-5.204170427930421e-18,0.0,-1.3697929719240974e-21,-4.265771693178352e-20,6.120563462825914e-20,none,False,False
2,0.02,0.057022876541182224,0.010002377727233192,0.24858436885834026,0.05702158117460916,0.010002371413249805,0.24858422354738285,-1.2953665730619512e-06,-6.313983386477262e-09,-1.4531095740566435e-07,-2.0405520202483712e-07,-4.838205643627778e-09,3.773818503101197e-07,none,False,False
3,0.04,0.057029246711745196,0.01000239815605724,0.2485851497178373,0.05702448199839262,0.01000237150352342,0.24858463393000013,-4.764713352575778e-06,-2.6652533818838364e-08,-5.157878371631064e-07,-9.361074731845644e-07,-2.121288869692937e-08,1.7035486493459584e-06,none,False,False
4,0.06,0.0570429653603114,0.01000243677777777,0.24858687690397152,0.05703230515326089,0.010002372446107792,0.2485857406800248,-1.0660207050511294e-05,-6.43316699772134e-08,-1.1362239467072044e-06,-2.4469935965814264e-06,-5.260593335659794e-08,4.255144987907831e-06,none,False,False
5,0.08,0.05706653977408914,0.010002499110398471,0.24858991208850273,0.05704743933806334,0.010002377164911182,0.24858788172930876,-1.910043602579986e-05,-1.2194548728965138e-07,-2.0303591939663246e-06,-4.932890891831077e-06,-1.0022904941959567e-07,8.013724309810035e-06,none,False,False
6,0.1,0.05710234280152031,0.01000259707286604,0.2485946062186428,0.05707222398829555,0.010002393137496693,0.24859138804081496,-3.0118813224760954e-05,-2.0393536934691647e-07,-3.218177827835067e-06,-8.54921886534206e-06,-1.6385544709023613e-07,1.2983654713683256e-05,none,False,False
7,0.12000000000000001,0.05715264510843287,0.010002754129925816,0.24860129870509973,0.05710894960293116,0.010002435630537439,0.24859658365602483,-4.369550550170631e-05,-3.1849938837702485e-07,-4.71504907489928e-06,-1.3419426097115004e-05,-2.4191058432196747e-07,1.9232404173905988e-05,none,False,False
8,0.14,0.05721963645194489,0.010003010666022086,0.24861031756970467,0.05715985805905827,0.010002531711471481,0.24860378574234582,-5.977839288661552e-05,-4.789545506051623e-07,-6.53182735885216e-06,-1.9640741363974193e-05,-3.3181254555005433e-07,2.678231495491326e-05,none,False,False
9,0.16,0.05730543986118471,0.010003429790091126,0.24862197990933055,0.05722714290426597,0.010002724972423063,0.24861330464051865,-7.829695691873723e-05,-7.048176680624074e-07,-8.675268811902948e-06,-2.7288812949637085e-05,-4.303335992625682e-07,3.562183037748379e-05,none,False,False
10,0.18,0.057412120891119904,0.010004103657637934,0.24863659249896725,0.05731294961265493,0.010003080904478705,0.24862544391202482,-9.917127846497537e-05,-1.022753159229256e-06,-1.1148586942427707e-05,-3.642108513285948e-05,-5.334450779662895e-07,4.571613754005401e-05,none,False,False
11,0.19999999999999998,0.057541693474880355,0.010005160147304014,0.24865445245678724,0.05741937578587461,0.01000369286233782,0.24864050038649396,-0.00012231768900574508,-1.4672849661927917e-06,-1.3952070293282715e-05,-4.707945757841715e-05,-6.364851781492312e-07,5.7001682163721146e-05,none,False,False
12,0.21999999999999997,0.05769612349541911,0.010006770003286744,0.24867584785228775,0.0575484712758345,0.01000468856116881,0.24865876420911123,-0.0001476522195846125,-2.0814421179335407e-06,-1.708364317651312e-05,-5.929228103346205e-05,-7.339849121442389e-07,6.924013021389984e-05,none,False,False
13,0.23999999999999996,0.057877330766206596,0.010009154348266965,0.24870105825477318,0.0577022382008078,0.010006237049158435,0.24868051888802484,-0.00017509256539879892,-2.9172991085294614e-06,-2.0539366748340004e-05,-7.307607139493229e-05,-8.197421753455731e-07,8.20431014767222e-05,none,False,False
14,0.25999999999999995,0.058087189933805294,0.010012592494808653,0.24873035518809405,0.057882630821642266,0.010008556100702733,0.24870604134175323,-0.00020455911216302886,-4.036394105920438e-06,-2.4313846340828782e-05,-8.843727970646268e-05,-8.871367674815153e-07,9.500466665684751e-05,none,False,False
15,0.27999999999999997,0.05832753048149643,0.010017430062736593,0.2487640025307375,0.058091555239806116,0.010011919976405943,0.24873560194659272,-0.00023597524169031298,-5.5100863306494635e-06,-2.840058414477209e-05,-0.00010537349364157501,-9.290990622030818e-07,0.00010771996164960267,none,False,False
16,0.3,0.05860013607686583,0.01002408732381128,0.24880225685145657,0.058330868874113734,0.01001666749697818,0.24876946458402482,-0.0002692672027520965,-7.419826833100079e-06,-3.2792267431747124e-05,-0.00012387442255841033,-9.380365094027313e-07,0.0001198013703157712,none,False,False
17,0.32,0.05890674336053828,0.010033067722970891,0.24884536769115126,0.05860237966827467,0.010023210378699486,0.2488078866881236,-0.0003043636922636095,-9.857344271405055e-06,-3.7481003027667326e-05,-0.00014392269468285196,-9.057332126930128e-07,0.00013089188504940294,none,False,False
18,0.34,0.05924904022036259,0.010044966527725845,0.2488935777999926,0.05890784497696517,0.010032041778289522,0.2488511192929631,-0.00034119524339742274,-1.2924749436322991e-05,-4.245850702949694e-05,-0.0001654944875368937,-8.23227323365196e-07,0.00014067529196119894,none,False,False
19,0.36000000000000004,0.05962866355768528,0.010060479556621333,0.24894712333748892,0.059248970074006015,0.010043744994731957,0.24889940708002484,-0.0003796934836792637,-1.6734561889376193e-05,-4.7716257464081036e-05,-0.00018856001130566183,-6.806714214086242e-07,0.00014888300893511523,none,False,False
20,0.38000000000000006,0.060047196525542516,0.01008041193638732,0.2490062340420911,0.05962740622251098,0.010059002274792325,0.24895298842560507,-0.00041979030303153364,-2.1409661594994078e-05,-5.324561648603621e-05,-0.00021308386441476712,-4.67181883025104e-07,0.00015529758539266047,none,False,False
21,0.4000000000000001,0.060506165199594855,0.010105686835377239,0.24907113337592138,0.06004474824361563,0.01007860366758264,0.24901209544822236,-0.00046141695597922555,-2.7083167794598323e-05,-5.903792769901273e-05,-0.00023902528005688534,-1.7068397038242033e-07,0.00015975303746392438,none,False,False
22,0.4200000000000001,0.06100703462899128,0.010137354118037543,0.24914203864939993,0.060502531517672056,0.010103455871512103,0.2490769540560248,-0.0005045031113192211,-3.389824652543991e-05,-6.508459337511985e-05,-0.00026633828099355603,2.222401667324245e-07,0.00016213233378267877,none,False,False
23,0.4400000000000001,0.06155120420494858,0.010176598861406384,0.24921916113006917,0.06100222834967142,0.010134591014274177,0.24914778399419765,-0.0005489758552771548,-4.200784713220655e-05,-7.137713587151984e-05,-0.0002949717576163235,7.264932270519844e-07,0.00016236246009269093,none,False,False
24,0.46000000000000013,0.06214000227860724,0.010224749669940364,0.24930270613945832,0.06154524362920184,0.01017317530311286,0.2492247988923705,-0.0005947586494053983,-5.157436682750281e-05,-7.79072470878106e-05,-0.00032486948124414315,1.358587050357277e-06,0.0001604075724579991,none,False,False
25,0.48000000000000015,0.06277467995658267,0.01028328671935792,0.24939287314121777,0.062132909714539365,0.01022051747845272,0.24930820631202483,-0.0006417702420433088,-6.276924090519928e-05,-8.466682919294755e-05,-0.0003559700614556897,2.13674275845488e-06,0.0001562607981597372,none,False,False
26,0.5000000000000001,0.0634564040014498,0.010353849453647026,0.24948985582342353,0.06276648047058239,0.010278076999043116,0.24939820779390137,-0.0006899235308674145,-7.577245460391006e-05,-9.164802952216222e-05,-0.0003882068531113673,3.0809608757712356e-06,0.00014993526056571364,none,False,False
27,0.5200000000000001,0.06418624876556972,0.010438243851990133,0.24959384217736122,0.0634471243913576,0.010347471881044012,0.24949499890540755,-0.0007391243742121134,-9.077197094612029e-05,-9.884327195366915e-05,-0.0004215078164122354,4.213056546113133e-06,0.00014145489216494167,none,False,False
28,0.5400000000000001,0.06496518708974983,0.010538449174142844,0.24970501457436314,0.06417591673983891,0.010430486106968333,0.24959876928802482,-0.0007892703499109144,-0.0001079630671745116,-0.00010624528633831898,-0.0004557953320223692,5.556656095230766e-06,0.00013084556188541153,none,False,False
29,0.5600000000000002,0.06579408010324304,0.010656624083870924,0.2498235498415947,0.06495383064092368,0.010529076513109276,0.24970970270471618,-0.0008402494623193646,-0.00012754757076164844,-0.00011384713687850878,-0.0004909859730239543,7.137152457652046e-06,0.00011812698314998853,none,False,False
30,0.5800000000000002,0.06667366586803389,0.010795112040510623,0.24994961933726378,0.06578172706770605,0.010645379056050466,0.24982797708733348,-0.0008919388003278406,-0.00014973298446015713,-0.00012164224993030381,-0.0005269902362708841,8.981618207657515e-06,0.00010330579257894742,none,False,False
31,0.6000000000000002,0.06760454681792696,0.010956445838561354,0.25008338902504484,0.06666034366678168,0.010781714350132303,0.24995376458402482,-0.0009442031511452814,-0.00017473148842905156,-0.0001296244410200209,-0.0005637122374543992,1.11186760792177e-05,8.637010163064033e-05,none,False,False
32,0.6200000000000002,0.06858717595306586,0.011143351164785473,0.2502250195469185,0.06759028237532694,0.01094059235840028,0.2500872316066421,-0.0009968935777389248,-0.00020275880638519206,-0.0001377879402764126,-0.0006010493767851314,1.357832784305281e-05,6.728573005218806e-05,none,False,False
33,0.6400000000000002,0.06962184176139355,0.011358749031545885,0.25037466629356453,0.06857199579123509,0.011124716109681403,0.2502285388781483,-0.0010498459701584612,-0.00023403292186448266,-0.00014612741541625285,-0.0006388919849613948,1.6391743294490024e-05,4.5994235113736545e-05,none,False,False
34,0.6600000000000003,0.07070865185095819,0.011605756934336787,0.25053247947109525,0.06960577226778628,0.01133698430414165,0.25037784148002484,-0.0011028795831719146,-0.0002687726301951361,-0.00015463799107040543,-0.0006771229620906944,1.959101161434394e-05,2.241275938134711e-05,none,False,False
35,0.6800000000000003,0.07184751529180196,0.011887688570771163,0.2506986041629131,0.07069171971629779,0.011580492659113706,0.25053528889967913,-0.0011557955755041732,-0.00030719591165745755,-0.00016331526323398737,-0.0007156174250665259,2.3208857771205744e-05,-3.564364107445026e-06,none,False,False
36,0.7000000000000003,0.07303808283165147,0.012208048124597578,0.25087319818846254,0.07182974811407164,0.011858533836320719,0.25070102507785197,-0.0012083347175798342,-0.0003495142882768594,-0.00017217311061057394,-0.0007541012237893306,2.7279113339052134e-05,-2.4778343818836597e-05,none,False,False
37,0.7200000000000003,0.07427981752828366,0.012570515548210813,0.2510563951851506,0.07301955073084583,0.012174595781062558,0.2508751884560248,-0.001260266797437834,-0.00039591976714825443,-0.0001812067291258046,-0.0007923538581192449,3.1847808435231304e-05,-3.929248086635452e-05,none,False,False
38,0.7400000000000003,0.07557200269413017,0.012978977646814032,0.251248288027223,0.074260584104975,0.012532358293706539,0.2510579120238273,-0.0013114185891551638,-0.00044661935310749343,-0.00019037600339566474,-0.0008304799191759458,3.697298039880191e-05,-5.793292974418544e-05,none,False,False
39,0.7600000000000003,0.07691352843160977,0.013437504832708658,0.25144901045492113,0.07555204682081956,0.012935687644204094,0.25124932336644457,-0.0013614816107902078,-0.0005018171885045643,-0.00019968708847656336,-0.0008683200277219345,4.2674870138526375e-05,-8.156574727830257e-05,none,False,False
40,0.7800000000000004,0.07830298632731632,0.013950332488907684,0.2516586885303111,0.07689285716139194,0.013388629031636422,0.25144954471202485,-0.0014101291659243814,-0.0005617034572712627,-0.0002091438182862393,-0.0009057042719213557,4.89714727890728e-05,-0.00011083922556993461,none,False,False
41,0.8000000000000004,0.07973864366646313,0.014521848319988777,0.25187744126279166,0.07828162973526237,0.013895396683311752,0.25165869297908655,-0.0014570139312007624,-0.0006264516366770254,-0.0002187482837051058,-0.0009424536237987791,5.5878579526553146e-05,-0.0001463307737537488,none,False,False
42,0.8200000000000004,0.08121841665496081,0.015156577019320801,0.2521053812905375,0.07971665120409918,0.014460361382063837,0.25187687982392604,-0.001501765450861628,-0.0006962156372569642,-0.00022850146661146375,-0.0009783797882536975,6.340917767682077e-05,-0.00018856504155354104,none,False,False
43,0.8400000000000004,0.08273984364372775,0.015859161972902398,0.2523426153271021,0.08119585526701786,0.015088035206537669,0.2521042116880248,-0.0015439883767098816,-0.0007711267663647291,-0.00023840363907728923,-0.0010132849698224545,7.15734148225246e-05,-0.00023803046664322406,none,False,False
