step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,solver_status,fail_reason,fallback_applied,hold_active,u_a_1,u_a_2,u_a_3,u_a_4,u_a_5,u_a_6,u_a_7,u_a_8,u_a_9,u_a_10,u_a_11,u_a_12,u_a_13,u_a_14,qdd_1,qdd_2,qdd_3,qdd_4,qdd_5,qdd_6,qdd_7,qdd_8,qdd_9,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,cable_force_1,cable_force_2,cable_force_3,cable_force_4,cable_force_5,cable_force_6,cable_force_7,cable_force_8,cable_length_1,cable_length_2,cable_length_3,cable_length_4,cable_length_5,cable_length_6,cable_length_7,cable_length_8,arm_torque_1,arm_torque_2,arm_torque_3,arm_torque_4,arm_torque_5,arm_torque_6
1.0,0.0,0.057021164387191264,0.010002371411802219,0.24858416458402482,0.05702116438719139,0.010002371411802463,0.24858416458402444,1.249000902703301e-16,2.445960101127298e-16,-3.885780586188048e-16,4.75836262124444e-16,-7.479730696657616e-22,-3.933705483971411e-20,1.0043331443545022e-21,min_task,none,false,false,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.491327355124636e-17,-5.662033291799804e-17,2.2096142193548935e-17,0.0,0.0,0.0,0.0,0.0,0.0,-7.479730696657616e-22,-3.933705483971411e-20,1.0043331443545022e-21,0.0,0.58,0.92,0.0,0.0,0.0,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,1.2020815280171306,1.2020815280171306,1.2020815280171306,1.2020815280171306,1.2020815280171306,1.2020815280171306,1.2020815280171306,1.2020815280171306,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.02,0.05705521402191409,0.010003012069573639,0.24858416458402463,0.05703358345919139,0.010002371411802463,0.24858416458402444,-2.1630562722696478e-05,-6.406577711757372e-07,-1.942890293094024e-16,2.1640048199582976e-05,3.404891964323786e-05,6.447342720981677e-07,-7.149101127919293e-08,min_task,none,false,false,7.541390674913242,7.541390674913242,7.0,7.0,7.0,7.0,7.541390674913121,7.541390674913121,0.0,0.0,0.0,0.0,0.0,0.0,0.21875486714415537,2.453097896986303e-14,-6.338891901696888e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.404891964323786e-05,6.447342720981677e-07,-7.149101127919293e-08,0.0,0.58,0.92,0.0,0.0,0.0,7.541390674913242,7.541390674913242,7.0,7.0,7.0,7.0,7.541390674913121,7.541390674913121,1.2020569961315504,1.2020569961315504,1.2021051485937582,1.2021051485937582,1.2021060603668405,1.2021060603668405,1.202057907941157,1.202057907941157,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.04,0.05718309087997555,0.010005225405862989,0.24858416458402488,0.05711751869119139,0.010002371411802463,0.24858416458402444,-6.557218878416177e-05,-2.8539940605254444e-06,-4.440892098500626e-16,6.563426867150471e-05,0.00016192324757586109,2.8724942473923973e-06,-3.2444420080746423e-07,min_task,none,false,false,8.049265687168301,8.049265687168301,7.0,7.0,7.0,7.0,8.055332067647493,8.055332067647493,0.0,0.0,0.0,0.0,0.0,0.0,0.42507113878928177,-0.0012279197649284596,6.5147780926841125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00016192324757586109,2.8724942473923973e-06,-3.2444420080746423e-07,0.0,0.58,0.92,0.0,0.0,0.0,8.049265687168301,8.049265687168301,7.0,7.0,7.0,7.0,8.055332067647493,8.055332067647493,1.201965005098652,1.201965005098652,1.202193999537562,1.202193999537562,1.2021980614578611,1.2021980614578611,1.2019690677928123,1.2019690677928123,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.06,0.05746022133322118,0.010009563951375457,0.2485841645840249,0.05733640688319139,0.010002371411802463,0.24858416458402444,-0.00012381445002979108,-7.192539572993539e-06,-4.718447854656915e-16,0.00012402318598426953,0.0004390485536335909,7.240382766554278e-06,-8.390426665551008e-07,min_task,none,false,false,8.516182018125917,8.516182018125917,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,8.532741175020146,8.532741175020146,0.0,0.0,0.0,0.0,0.0,0.0,0.6153780099208058,-0.0033563374098045614,2.0696795369293064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004390485536335909,7.240382766554278e-06,-8.390426665551008e-07,0.0,0.58,0.92,0.0,0.0,0.0,8.516182018125917,8.516182018125917,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,8.532741175020146,8.532741175020146,1.2017659929175388,1.2017659929175388,1.2023869039618975,1.2023869039618975,1.2023971406733531,1.2023971406733531,1.2017762349179053,1.2017762349179053,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.08,0.0579368377248952,0.010016272489710164,0.2485841645840248,0.05774520611519139,0.010002371411802463,0.24858416458402444,-0.00019163160970380594,-1.3901077907701315e-05,-3.608224830031759e-16,0.00019213514463696586,0.0009156565998426543,1.3996496983148822e-05,-1.6733972766097466e-06,min_task,none,false,false,8.936968085906186,8.936968085906186,7.000000000000002,7.000000000000002,7.000000000000002,7.000000000000002,8.966988041320672,8.966988041320672,0.0,0.0,0.0,0.0,0.0,0.0,0.7870534807376272,-0.006093847778950393,2.8731256375022736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0009156565998426543,1.3996496983148822e-05,-1.6733972766097466e-06,0.0,0.58,0.92,0.0,0.0,0.0,8.936968085906186,8.936968085906186,7.000000000000002,7.000000000000002,7.000000000000002,7.000000000000002,8.966988041320672,8.966988041320672,1.2014243333692711,1.2014243333692711,1.2027192778305817,1.2027192778305817,1.2027390608256243,1.2027390608256243,1.2014441376868863,1.2014441376868863,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.1,0.058657384609718984,0.010025353567432525,0.2485841645840246,0.05839076438719139,0.010002371411802463,0.24858416458402444,-0.0002666202225275957,-2.2982155630062173e-05,-1.6653345369377348e-16,0.00026760889846578166,0.001636191466005144,2.3146091178971164e-05,-2.874994031708344e-06,min_task,none,false,false,9.30831190987053,9.30831190987053,7.0,7.0,7.0,7.0,9.353492958609936,9.353492958609936,0.0,0.0,0.0,0.0,0.0,0.0,0.9382721344734432,-0.009186914226890617,6.351116241963734e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.001636191466005144,2.3146091178971164e-05,-2.874994031708344e-06,0.0,0.58,0.92,0.0,0.0,0.0,9.30831190987053,9.30831190987053,7.0,7.0,7.0,7.0,9.353492958609936,9.353492958609936,1.2009087414140878,1.2009087414140878,1.2032226960247703,1.2032226960247703,1.2032553968782775,1.2032553968782775,1.2009415052750707,1.2009415052750707,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.12000000000000001,0.0596601328417144,0.010036625929029822,0.24858416458402469,0.05931218825919139,0.010002371411802463,0.24858416458402444,-0.00034794458252300486,-3.425451722735909e-05,-2.498001805406602e-16,0.00034962666439730764,0.0026389235136298687,3.4510718060695736e-05,-4.49308138072381e-06,min_task,none,false,false,9.62840367689575,9.62840367689575,7.0,7.0,7.0,7.0,9.68937017914702,9.68937017914702,0.0,0.0,0.0,0.0,0.0,0.0,1.06787234029758,-0.012420042222986514,-7.452113867632975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0026389235136298687,3.4510718060695736e-05,-4.49308138072381e-06,0.0,0.58,0.92,0.0,0.0,0.0,9.62840367689575,9.62840367689575,7.0,7.0,7.0,7.0,9.68937017914702,9.68937017914702,1.200192538899916,1.200192538899916,1.2039246116225133,1.2039246116225133,1.2039733384912172,1.2039733384912172,1.2002414172816627,1.2002414172816627,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.14,0.06097696569450706,0.010049775543701652,0.24858416458402469,0.06054121149119139,0.010002371411802463,0.24858416458402444,-0.0004357542033156664,-4.740413189918864e-05,-2.498001805406602e-16,0.00043832508190655347,0.003955735401451323,4.777985298875618e-05,-6.589147665488185e-06,min_task,none,false,false,9.896629914232333,9.896629914232333,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,9.97311720783628,9.97311720783628,0.0,0.0,0.0,0.0,0.0,0.0,1.1752413597686753,-0.015614704230047054,-0.0002385257842722851,0.0,0.0,0.0,0.0,0.0,0.0,0.003955735401451323,4.777985298875618e-05,-6.589147665488185e-06,0.0,0.58,0.92,0.0,0.0,0.0,9.896629914232333,9.896629914232333,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,9.97311720783628,9.97311720783628,1.19925380213321,1.19925380213321,1.2048481989382909,1.2048481989382909,1.2049156063169117,1.2049156063169117,1.1993215239426698,1.1993215239426698,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.16,0.06263330614474738,0.010064399255857727,0.2485841645840246,0.06210256368319139,0.010002371411802463,0.24858416458402444,-0.0005307424615559886,-6.202784405526414e-05,-1.6653345369377348e-16,0.0005343547641189832,0.00561204930696138,6.255489744166715e-05,-9.24311112574503e-06,min_task,none,false,false,10.113315500061303,10.113315500061303,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,10.204347322619043,10.204347322619043,0.0,0.0,0.0,0.0,0.0,0.0,1.2602167220902287,-0.01862734187988021,-0.0005003541141132669,0.0,0.0,0.0,0.0,0.0,0.0,0.00561204930696138,6.255489744166715e-05,-9.24311112574503e-06,0.0,0.58,0.92,0.0,0.0,0.0,10.113315500061303,10.113315500061303,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,10.204347322619043,10.204347322619043,1.1980754096787853,1.1980754096787853,1.2060122948244445,1.2060122948244445,1.206100456344889,1.206100456344889,1.1981641551993683,1.1981641551993683,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.18,0.06464815892788213,0.010080041345510191,0.24858416458402455,0.06401433891519138,0.010002371411802463,0.24858416458402444,-0.0006338200126907445,-7.766993370772815e-05,-1.1102230246251565e-16,0.0006385612163993821,0.007626868978549891,7.838576031262261e-05,-1.2553686408581765e-05,min_task,none,false,false,10.279509126006488,10.279509126006488,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,10.383562054492947,10.383562054492947,0.0,0.0,0.0,0.0,0.0,0.0,1.3230022025764174,-0.02134669798402006,-0.0008600084631985504,0.0,0.0,0.0,0.0,0.0,0.0,0.007626868978549891,7.838576031262261e-05,-1.2553686408581765e-05,0.0,0.58,0.92,0.0,0.0,0.0,10.279509126006488,10.279509126006488,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,10.383562054492947,10.383562054492947,1.1966450061292868,1.1966450061292868,1.2074314166080031,1.2074314166080031,1.2075417508102497,1.2075417508102497,1.1967563347783186,1.1967563347783186,0.0,0.0,0.0,0.0,0.0,0.0
