step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,solver_status,fail_reason,fallback_applied,hold_active,u_a_1,u_a_2,u_a_3,u_a_4,u_a_5,u_a_6,u_a_7,u_a_8,u_a_9,u_a_10,u_a_11,u_a_12,u_a_13,u_a_14,qdd_1,qdd_2,qdd_3,qdd_4,qdd_5,qdd_6,qdd_7,qdd_8,qdd_9,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,cable_force_1,cable_force_2,cable_force_3,cable_force_4,cable_force_5,cable_force_6,cable_force_7,cable_force_8,cable_length_1,cable_length_2,cable_length_3,cable_length_4,cable_length_5,cable_length_6,cable_length_7,cable_length_8,arm_torque_1,arm_torque_2,arm_torque_3,arm_torque_4,arm_torque_5,arm_torque_6
1.0,0.0,-0.19304066384372762,0.009980180559711404,0.24858673969767764,-0.1929788356128086,0.010002371411802463,0.24858416458402444,6.18282309190199e-05,2.2190852091059227e-05,-2.575113653202621e-06,6.574036252888956e-05,-0.18670812226452044,-4.4988385388098455e-06,0.0017824538247752347,min_task,none,false,false,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,-0.01784068290471585,0.3444794752229077,-0.11096309309355913,0.00414926854987746,-0.0008663482734972635,0.00023087360855755532,0.6328185964396277,1.073917191583917e-05,-0.24733702734508736,-0.013892224213843321,0.9676034027792314,-0.02282893228356761,-0.0030022322700247145,0.011596612946593999,-5.956598385850287e-06,-0.18670812226452044,-4.4988385388098455e-06,0.0017824538247752347,-0.002041225306419895,0.6853295377345585,0.9340017667228726,4.089085325014922e-05,3.8851521686932075e-05,-5.298410806427299e-05,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,1.3406611272288391,1.3406611272288391,1.0782228291105298,1.0782228291105298,1.0781231349440294,1.0781231349440294,1.3405809497933827,1.3405809497933827,-0.01784068290471585,0.3444794752229077,-0.11096309309355913,0.00414926854987746,-0.0008663482734972635,0.00023087360855755532
2.0,0.02,-0.19346488477254603,0.009970271821074938,0.2486362288734571,-0.1929782152909336,0.010002371411802463,0.24858416458402444,0.0004866694816124395,3.20995907275249e-05,-5.2064289432662836e-05,0.0004904979697123356,-0.18639835987830963,2.5323692328543825e-06,0.001578865535945528,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-0.0033409391356255935,0.12470718144876129,-0.052371699431891114,0.0016529948576201067,6.330083901552488e-05,0.00011026765364154548,0.6324178008915907,2.6667216590573265e-06,-0.23575185381445274,0.025644005569896936,0.275891104463315,-0.2479687057668197,-0.019156702457442453,0.03998350552634631,0.009432886840397437,-0.18639835987830963,2.5323692328543825e-06,0.001578865535945528,-0.0024609397242847057,0.6866027417244424,0.9342420138740282,0.00017793046514701793,1.7489271139934687e-05,-0.00019208950217672484,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3404127586031875,1.3404127586031875,1.0784024286155685,1.0784024286155685,1.078324547344993,1.078324547344993,1.3403501015738517,1.3403501015738517,-0.0033409391356255935,0.12470718144876129,-0.052371699431891114,0.0016529948576201067,6.330083901552488e-05,0.00011026765364154548
3.0,0.04,-0.19401174436945073,0.009958176520910446,0.24869763275573353,-0.19297391031280858,0.010002371411802463,0.24858416458402444,0.0010378340566421507,4.419489089201728e-05,-0.00011346817170909684,0.0010449534647525053,-0.18591159309567404,1.2945922498758118e-05,0.0013216311599025836,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0060897045718803795,-0.018853008606911817,-0.01330461127717811,1.8821148121859557e-05,0.0006179444595198297,3.053031041858391e-05,0.6313321287475704,-1.8367719847766074e-05,-0.20883220672634287,0.053827942027279876,-0.1713968025874024,-0.38160670006822206,-0.030888585608909287,0.0557986327260367,0.01781747415828327,-0.18591159309567404,1.2945922498758118e-05,0.0013216311599025836,-0.003038006499092455,0.6883586618932314,0.9345250837965461,0.0003784536249158601,-1.7516561385319102e-06,-0.00040261608012981913,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3400242947821395,1.3400242947821395,1.078686973313029,1.078686973313029,1.0786390400169872,1.0786390400169872,1.3399857099461598,1.3399857099461598,0.0060897045718803795,-0.018853008606911817,-0.01330461127717811,1.8821148121859557e-05,0.0006179444595198297,3.053031041858391e-05
4.0,0.06,-0.19460106048677972,0.00994567078563477,0.2487616470853826,-0.1929623380221836,0.010002371411802463,0.24858416458402444,0.0016387224645961207,5.670062616769389e-05,-0.00017748250135815602,0.0016492805447431132,-0.1852602137491439,2.6118588606670796e-05,0.0010551947452917456,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.012055010839588223,-0.11060603375169545,0.012375225799351994,-0.0010384124239027868,0.000941793680064935,-2.1520130520954146e-05,0.6296264199369183,-4.984025039002213e-05,-0.1748192229939521,0.07269061289496527,-0.45309737448028925,-0.4539772624898827,-0.03970734283970905,0.06442149658995767,0.025304129551506998,-0.1852602137491439,2.6118588606670796e-05,0.0010551947452917456,-0.0037082505146151428,0.690421041154383,0.9347973311909604,0.0006292882297367825,-1.1620506211920123e-05,-0.0006745229554873203,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.339506748082876,1.339506748082876,1.0790706756249786,1.0790706756249786,1.0790574752361735,1.0790574752361735,1.3394961142268682,1.3394961142268682,0.012055010839588223,-0.11060603375169545,0.012375225799351994,-0.0010384124239027868,0.000941793680064935,-2.1520130520954146e-05
5.0,0.08,-0.19518097327998274,0.009933734303383752,0.24882318793717634,-0.1929400260128086,0.010002371411802463,0.24858416458402444,0.002240947267174137,6.863710841871137e-05,-0.00023902335315190149,0.0022547034994116837,-0.18445258379438517,4.162574844709568e-05,0.0008104041217035735,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.01573005430558038,-0.16766811900044742,0.028934117144419878,-0.0017123956249575716,0.00112001782865603,-5.4803746154988053e-05,0.6273445462470163,-9.00855841023217e-05,-0.13958935764059688,0.08501537130626519,-0.6248028052872444,-0.4878929893988176,-0.04664932245951421,0.06867550730583627,0.03216983641113991,-0.18445258379438517,4.162574844709568e-05,0.0008104041217035735,-0.004427320310689635,0.692678419275752,0.9350287001122798,0.0009206424013991983,-7.900783914081408e-06,-0.001000117189015831,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3388676020159815,1.3388676020159815,1.079549727546107,1.079549727546107,1.0795737367716545,1.0795737367716545,1.3388869611024912,1.3388869611024912,0.01573005430558038,-0.16766811900044742,0.028934117144419878,-0.0017123956249575716,0.00112001782865603,-5.4803746154988053e-05
6.0,0.1,-0.19571871103317118,0.009922912339824765,0.24887974676931743,-0.1929036110034336,0.010002371411802463,0.24858416458402444,0.0028151000297375883,7.945907197769858e-05,-0.00029558218529299185,0.002831690440321948,-0.1834944318504278,5.916899473121521e-05,0.0006076548989960264,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.01791283100530077,-0.20181748927208512,0.039326675431745776,-0.002132675388505624,0.0012060748917243473,-7.544569656736571e-05,0.6245163748107527,-0.0001379762816809856,-0.10722159795268629,0.092843662426891,-0.7247175583470422,-0.4990641140865569,-0.05225782571279441,0.07012554372714094,0.038548350547622144,-0.1834944318504278,5.916899473121521e-05,0.0006076548989960264,-0.005165388179569244,0.6950619925710486,0.9352037014937937,0.0012444123027464545,1.1834050676269756e-05,-0.0013728813056862552,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3381120053942976,1.3381120053942976,1.0801215805593398,1.0801215805593398,1.0801837355785788,1.0801837355785788,1.3381621773159016,1.3381621773159016,0.01791283100530077,-0.20181748927208512,0.039326675431745776,-0.002132675388505624,0.0012060748917243473,-7.544569656736571e-05
7.0,0.12000000000000001,-0.1961942375119441,0.009913490768568118,0.24893032878900961,-0.19284983771280859,0.010002371411802463,0.24858416458402444,0.0033443997991355057,8.888064323434551e-05,-0.00034616420498517764,0.00336344160674931,-0.182389809884574,7.853052125346852e-05,0.0004591502950709281,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.01913927500317495,-0.22105215559952365,0.04559086361992556,-0.002386026446283576,0.0012335814338202294,-8.76404601324292e-05,0.6211626493028073,-0.00019271103339686427,-0.08041335016539014,0.09765946104519341,-0.7786104003716495,-0.4976683688583132,-0.056821292871489786,0.06967652626097123,0.04449846499121889,-0.182389809884574,7.853052125346852e-05,0.0004591502950709281,-0.005903456953662509,0.6975305027175549,0.9353153673790479,0.001593413210848276,4.889282527582421e-05,-0.0017869268315020474,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3372435929785327,1.3372435929785327,1.0807844559322768,1.0807844559322768,1.0808847289895465,1.0808847289895465,1.3373246367805065,1.3373246367805065,0.01913927500317495,-0.22105215559952365,0.04559086361992556,-0.002386026446283576,0.0012335814338202294,-8.76404601324292e-05
8.0,0.14,-0.19659590678695216,0.009905583393029983,0.2489747867099393,-0.1927755577346836,0.010002371411802463,0.24858416458402444,0.0038203490522685513,9.678801877248053e-05,-0.000390622125914869,0.0038414867495543143,-0.18114173836844275,9.954326661935757e-05,0.0003705942865852279,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.019767411068352777,-0.23074538438842696,0.0491263132350074,-0.0025306223564416238,0.001223684910071639,-9.424768172166802e-05,0.6172983338852419,-0.00025368456267734835,-0.060779242440550205,0.10055832352352446,-0.8036069184779838,-0.4899768903753285,-0.06050341058041144,0.06788817492420174,0.05004469217862642,-0.18114173836844275,9.954326661935757e-05,0.0003705942865852279,-0.006630696446427222,0.7000600977626704,0.9353613912515724,0.0019610404098737875,0.0001038447491083528,-0.002236749449151448,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3362650433156489,1.3362650433156489,1.0815370201417795,1.0815370201417795,1.0816748564114396,1.0816748564114396,1.3363766067403757,1.3363766067403757,0.019767411068352777,-0.23074538438842696,0.0491263132350074,-0.0025306223564416238,0.001223684910071639,-9.424768172166802e-05
9.0,0.16,-0.19691750828521032,0.00989917914665829,0.249013414123534,-0.19267772841280859,0.010002371411802463,0.24858416458402444,0.004239779872401733,0.00010319226514417246,-0.00042924953950956857,0.00426270303647552,-0.17975263568652236,0.00012207059198134472,0.00034253413697215787,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.02003538852351336,-0.2344716931530024,0.05088934655188329,-0.0026054245020944856,0.001189743007264163,-9.720626574884279e-05,0.6129348669637477,-0.00032040512644195056,-0.04907489805008628,0.10235909945681168,-0.810938558307534,-0.4796630196792032,-0.06340831258816544,0.0651401466553634,0.055197092290845365,-0.17975263568652236,0.00012207059198134472,0.00034253413697215787,-0.0073424305473734465,0.7026376251303109,0.9353417673709221,0.0023411267300026254,0.00017674611917456977,-0.002717128548030287,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.335178455460659,1.335178455460659,1.0823781756747664,1.0823781756747664,1.0825528219659453,1.0825528219659453,1.3353200384535937,1.3353200384535937,0.02003538852351336,-0.2344716931530024,0.05088934655188329,-0.0026054245020944856,0.001189743007264163,-9.720626574884279e-05
10.0,0.18,-0.1971562703733334,0.00989417165893556,0.249046705019282,-0.1925534117159336,0.010002371411802463,0.24858416458402444,0.004602858657399789,0.0001081997528669023,-0.0004625404352575635,0.004627305766941374,-0.1782246002986247,0.0001459920347483123,0.00037148758099357534,min_task,none,false,false,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.020100780051765983,-0.23458432109941663,0.05152914339799136,-0.0026364444414182634,0.001140285245125234,-9.782197496977735e-05,0.608081659129823,-0.0003924406721286076,-0.04537428891333999,0.10367594386179223,-0.8078713512665733,-0.4687472145523094,-0.065612744904416,0.06171733664838732,0.05996086660335382,-0.1782246002986247,0.0001459920347483123,0.00037148758099357534,-0.008038541124421482,0.70525625453562,0.9352574119960484,0.002727889716462691,0.00026728872506480157,-0.0032230961000167396,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.3339856023730488,1.3339856023730488,1.0833069308391161,1.0833069308391161,1.0835176760873746,1.0835176760873746,1.3341567506587464,1.3341567506587464,0.020100780051765983,-0.23458432109941663,0.05152914339799136,-0.0026364444414182634,0.001140285245125234,-9.782197496977735e-05
